FarmID,CropYield,Rainfall,FertilizerUsed,SoilQuality
4930,3345.822114133139,50.804425755396906,64.35590782651511,Poor
2800,3433.470652473791,182.87636403482793,50.59232483424448,Good
8445,1826.1242561752279,233.11732394846112,35.8621227084308,Good
8501,1351.864296905101,132.46681859808137,33.87793279884404,Average
2271,2475.0851702146556,275.28897030397394,55.170467269006416,Average
2485,1688.4138307195203,244.90694309116768,28.97607484494137,Average
7299,3012.818341934092,242.42432554135672,41.10745325391196,Good
8015,3104.439305627471,55.30840832484003,13.544095961820247,Good
7880,3432.6234686221906,95.97047974682391,81.12725690361344,Poor
5117,3411.3239879152443,228.4016595643122,13.927629431188258,Average
3919,3699.512519736238,190.4302053000557,88.50453561154521,Poor
6794,1921.8195493282683,194.61608567973002,14.264381490347688,Average
1812,3923.372126631452,53.702547739386944,86.33562733475881,Average
1283,3099.2933522558646,160.51350118540705,67.97472694132318,Average
5162,2749.2238430695843,246.60883446472016,55.53548317003488,Poor
6717,3591.5816886742177,215.8895389256571,23.04585062404503,Poor
9685,3005.0427596296004,193.10702837828114,33.110310217631906,Poor
4621,3102.6721212827415,224.14948369366968,72.11225845658441,Good
2638,1092.9912309140889,262.74592425684887,56.09353238380695,Good
9197,4208.147325500946,262.3827533106756,56.2911451170042,Poor
2677,2696.7034555855194,164.0060112530332,21.991066098758974,Good
7101,3072.3059653726623,126.94881387905869,52.758808332417054,Good
5651,2559.642115139885,141.59456703021965,63.124508888773505,Poor
3797,3206.1218980297353,180.34464424130329,21.007577279083602,Average
4442,1216.1695447874,72.34173834073852,97.69015588161041,Good
1456,2535.636245598943,197.74802352818764,84.70451717502343,Poor
2797,3674.711168504106,163.31447519165926,38.57185603548271,Average
9539,4753.784415269899,239.73306099560128,60.704823513144646,Good
2414,4396.7209688331395,118.48538072502281,60.306854005346885,Poor
3258,4851.27212237092,66.57655776319328,19.596876971487795,Average
2070,4126.05860406887,273.6424606638597,49.43654875556297,Good
9725,3530.4690912952024,67.01922319146196,28.698609939222592,Poor
5848,2693.089769608595,281.82009194165323,39.989774812691486,Poor
6223,1492.5695742792873,174.3734482369531,94.94825573044835,Good
6644,2003.2085481227818,64.0709190800502,59.61911552845005,Poor
1487,2084.7001856281486,81.460935703197,16.02136161688883,Average
6431,2711.5320759344286,183.238388649072,70.50564867545091,Poor
9268,3439.363884650946,53.94680230525798,99.87759707933611,Good
3764,3474.647384598678,278.78271674340374,25.092656046939645,Average
3686,2822.1705497584267,249.06628749774484,71.46278710452589,Poor
2867,2098.5750360238176,176.1379453262498,84.18329032372624,Poor
2550,1225.9776474225,281.5613701954669,85.96556897700741,Average
3341,4955.345541121302,114.93742499242747,73.67745947736,Average
5193,4758.239592488063,263.35253916904674,91.88802095930724,Good
7070,1731.7038370452838,251.2813961913459,12.888056854112962,Poor
2326,3421.5834639718996,195.45487610827638,15.775162892606396,Average
2753,2182.6173615754005,129.71054973507347,22.108594861196075,Poor
1751,1777.7134530487497,189.5828528942988,13.898218853803536,Poor
5365,3737.645301527038,289.3047101319137,20.79530673828644,Poor
3039,4144.771016266787,71.14351533209594,83.52555905414512,Good
7633,2626.371793286199,100.25192610228501,90.68116822013441,Poor
2678,1236.2547448197763,210.9730286460718,40.23853988019538,Good
8141,2605.983287936383,219.60645745173994,96.1465784792815,Poor
2736,3128.775866627029,91.11768634781532,47.659716407228046,Good
6382,4572.866081642064,251.5732534441374,25.47817784637433,Good
5082,3627.210601928916,282.12069960108977,71.31716726262705,Poor
2829,3841.9857482881375,69.91572933293318,47.82839731147109,Good
7137,1810.5251375491089,293.5624872200653,11.749072093831082,Good
5310,3881.086497439245,120.30307725478998,96.97203082480772,Good
7669,3007.2994279712434,127.21489764049369,63.81087217283515,Poor
8160,4281.646210941133,61.22494780733124,65.19988527326149,Average
5869,1865.4778324308058,174.35172145114876,98.44113634584241,Average
7990,3059.449598593855,288.6895710698987,85.01541536098713,Poor
8154,1837.9084003050957,90.24616403155355,42.63987677291309,Good
5176,2143.6657985504908,194.21543604699286,13.764469684596303,Poor
3655,4328.816337601921,118.61297993477017,30.01426872585637,Average
2210,3751.177272148666,54.66000116389409,41.637500389154994,Average
9325,3913.9521670634203,296.78622094300374,96.42281129139252,Good
8334,1274.149351862214,229.04413551279922,89.98029012310431,Poor
8817,3915.026235129336,233.86580681523498,11.937538572037468,Average
7884,2965.628382473552,215.73966345342868,98.85048728945705,Poor
4788,2836.5751711681633,85.9346174070223,33.14076799993679,Average
8990,2650.507713504593,101.6736057587801,79.78349214160407,Average
9010,4407.179516501219,146.41690927803012,20.49365156872259,Average
9778,1709.855756115117,298.8667588929053,29.828549330206304,Poor
3909,4256.458791330623,218.14353256180138,55.48892838718593,Poor
7107,4713.295398865281,160.59505763349853,73.3250746573185,Good
1214,1672.9552933367806,171.181650241375,41.08589270821102,Poor
3362,4998.383994600403,280.55140239873947,88.59299402474844,Poor
9045,4962.136968535127,99.10877396048815,94.61752979263233,Average
3164,3485.275716508733,130.2184279070738,21.03085396929149,Good
8946,2074.139609695698,142.7184954691072,74.67095110917091,Good
9509,2718.5003377732096,274.40730012553286,21.87192509750884,Poor
5059,1681.532980958436,244.19639995159483,40.66889215297649,Poor
8025,1480.80876768534,197.69631193336159,83.76046343305762,Poor
1070,3816.1185399980186,128.681818197533,40.27175179834156,Poor
4312,3319.384101625698,100.55056868928598,91.66576976853649,Poor
4434,3254.2956058484715,132.68887033295405,47.03248574912326,Good
2045,1991.0435043094358,282.3631215008047,37.8816767097657,Good
1653,1939.6249792255057,277.5563976770999,99.021113610605,Good
2797,4958.936983608728,155.48874307619292,49.735300190180595,Average
5333,3515.095245795879,131.38297468532636,76.68603916245048,Average
8710,4277.822251774982,271.1477582374156,63.95076018153439,Poor
4964,2514.0476869809686,161.5577316101104,28.22370762174311,Average
6506,4374.724375424883,59.674947147116285,55.0281398458507,Good
4091,3889.522985224887,136.4349742191272,16.967685269088392,Poor
2849,2400.4976780068396,201.82378432435138,73.78707191888495,Average
8641,3870.777792878198,286.1476075059396,56.7047371131656,Good
6644,4702.490910429347,156.14802720231575,21.01382710215733,Poor
1516,1854.9259535028327,110.03124915955432,79.00835684369532,Poor
3212,3190.530446313901,146.12450015327934,82.41055355213513,Good
9079,4866.601548661356,64.26470103432689,76.04467128174811,Good
7491,4285.591760069558,274.70932925717545,39.615140349407525,Average
4330,3481.1647266978575,58.35573148040067,75.08514731284559,Good
7033,1279.0617503290919,50.24307821624617,61.993813447914846,Good
3292,2625.2927882780914,203.53332495491958,58.949154902289024,Good
7783,3603.0618716275617,88.49801943680353,68.38686561886794,Poor
7365,2638.647419152974,124.01907284979437,66.70798819980796,Good
4807,4988.3352035044045,172.74600648127847,81.92309885658293,Good
7733,4013.5712001318198,248.02927871373032,98.73861211563599,Poor
8762,1748.3272751431232,146.87766175741376,75.36496903399978,Poor
8996,2961.5453979285403,289.2768178177503,49.75954317820002,Poor
8854,2535.8888248717967,163.29918663356563,51.550120452165984,Poor
3967,3375.372719456681,279.99732711628167,12.635158938241805,Poor
2884,2786.2580645909193,163.0825432443456,24.39154642421182,Good
5089,1951.6028632804234,179.0373114373296,30.535222539295226,Good
5478,3897.485061298709,289.51918385450153,99.12931126503209,Average
9010,1426.6440562236216,218.72534501055827,78.67888320315636,Good
5427,3128.5359602084404,87.34304472759436,22.739050009272518,Poor
1838,2240.6399297941193,199.63839320937473,54.85347699495617,Good
7722,4866.124140120954,106.30540903303638,29.217994688447362,Good
6343,2214.2454208486542,127.41686119607475,36.785236656869316,Average
5865,2363.7661779130603,259.5375298922919,64.41216041415606,Poor
7825,3828.3486827574493,220.53625842031488,63.91340684722284,Good
1124,1513.9009692511013,121.7196917284271,88.4624943473079,Average
9269,2298.5003969109434,51.17216154571517,24.812234626221418,Good
5206,3783.6592953549552,182.7953325201944,54.766160684356485,Good
5276,1123.0149624810863,112.54281183988667,63.89490826310506,Good
3412,2244.002516257454,57.078051659806825,93.74225715784166,Average
8942,1033.0226654853777,65.82035814532264,56.47810028921738,Good
